Date,Open,High,Low,Close,Adj Close,Volume
2019-02-07,40.810001,41.049999,38.910000,39.380001,39.380001,40396400
2019-02-08,37.799999,38.779999,37.450001,38.580002,38.580002,35573200
2019-02-11,38.599998,38.869999,37.360001,38.580002,38.580002,30356500
2019-02-12,39.389999,40.770000,39.240002,40.400002,40.400002,43587900
2019-02-13,40.849998,42.279999,40.799999,41.680000,41.680000,50101700
2019-02-14,41.389999,43.160000,41.310001,42.230000,42.230000,41759200
2019-02-15,42.270000,42.400002,41.419998,41.990002,41.990002,28968400
2019-02-19,41.700001,42.490002,41.500000,41.959999,41.959999,25575900
2019-02-20,42.310001,43.259998,42.130001,42.209999,42.209999,28048700
2019-02-21,42.470001,42.869999,41.419998,41.529999,41.529999,24048800
2019-02-22,42.080002,42.570000,41.830002,42.570000,42.570000,22834300
2019-02-25,43.810001,43.990002,42.700001,42.750000,42.750000,25233700
2019-02-26,42.349998,43.150002,42.290001,42.959999,42.959999,18051500
2019-02-27,42.619999,42.759998,41.009998,41.320000,41.320000,29522200
2019-02-28,40.200001,41.150002,39.799999,40.880001,40.880001,25777900
2019-03-01,41.639999,42.560001,41.110001,41.580002,41.580002,26755800
2019-03-04,41.880001,42.150002,40.639999,41.060001,41.060001,27047800
2019-03-05,40.250000,40.669998,39.509998,39.990002,39.990002,28798800
2019-03-06,39.380001,39.450001,37.520000,37.930000,37.930000,44890400
2019-03-07,37.540001,38.310001,37.139999,37.830002,37.830002,31543900
2019-03-08,36.889999,38.820000,36.570000,38.650002,38.650002,34080900
2019-03-11,38.910000,39.549999,38.830002,39.029999,39.029999,25164700
2019-03-12,39.169998,39.400002,38.830002,39.250000,39.250000,18623500
2019-03-13,39.400002,39.720001,38.639999,38.830002,38.830002,22786300
2019-03-14,38.740002,39.630001,38.340000,38.410000,38.410000,19757300
2019-03-15,38.580002,39.840000,38.430000,39.540001,39.540001,30702000
2019-03-18,39.599998,40.410000,39.150002,39.610001,39.610001,22296600
2019-03-19,39.930000,41.049999,39.889999,40.369999,40.369999,32407300
2019-03-20,40.500000,40.750000,39.619999,40.130001,40.130001,41714400
2019-03-21,41.700001,44.209999,41.650002,43.990002,43.990002,84985400
2019-03-22,43.470001,43.480000,41.549999,41.619999,41.619999,46605600
2019-03-25,41.340000,41.980000,40.060001,40.549999,40.549999,34516000
2019-03-26,41.169998,41.650002,40.099998,40.320000,40.320000,24689600
2019-03-27,40.380001,40.849998,39.009998,39.230000,39.230000,26856700
2019-03-28,39.400002,39.939999,39.020000,39.340000,39.340000,24584500
2019-03-29,40.250000,41.520000,40.220001,41.330002,41.330002,35716900
2019-04-01,42.270000,42.759998,41.720001,42.250000,42.250000,28073000
2019-04-02,42.080002,42.790001,41.750000,42.439999,42.439999,21438100
2019-04-03,43.549999,44.849998,43.549999,43.900002,43.900002,39097200
2019-04-04,42.360001,43.330002,42.250000,42.889999,42.889999,37038400
2019-04-05,43.299999,43.540001,42.720001,43.320000,43.320000,21119400
2019-04-08,42.180000,43.139999,42.119999,42.900002,42.900002,24546800
2019-04-09,42.540001,42.599998,41.270000,41.720001,41.720001,29055900
2019-04-10,41.689999,42.439999,41.509998,42.169998,42.169998,23252200
2019-04-11,42.200001,42.730000,42.130001,42.279999,42.279999,18163900
2019-04-12,42.849998,43.200001,41.810001,42.009998,42.009998,21740400
2019-04-15,42.169998,42.230000,41.200001,41.820000,41.820000,16932300
2019-04-16,42.259998,42.930000,42.080002,42.759998,42.759998,19337500
2019-04-17,43.360001,44.049999,42.759998,43.150002,43.150002,22092000
2019-04-18,43.200001,43.529999,42.790001,43.400002,43.400002,16193600
2019-04-22,43.139999,43.570000,42.529999,43.400002,43.400002,19447900
2019-04-23,43.369999,43.470001,42.720001,42.770000,42.770000,21489400
2019-04-24,42.820000,43.400002,42.380001,43.029999,43.029999,19637000
2019-04-25,43.619999,44.650002,42.689999,42.750000,42.750000,28346200
2019-04-26,41.490002,42.279999,40.770000,42.099998,42.099998,26092400
2019-04-29,42.130001,42.610001,41.730000,42.110001,42.110001,13452800
2019-04-30,41.860001,42.360001,41.580002,42.060001,42.060001,16342700
2019-05-01,42.430000,42.930000,41.889999,41.900002,41.900002,17673300
2019-05-02,42.000000,43.200001,41.630001,42.560001,42.560001,17046800
2019-05-03,42.490002,43.380001,42.410000,43.330002,43.330002,16577000
2019-05-06,41.400002,42.290001,41.000000,42.130001,42.130001,25776000
2019-05-07,41.680000,41.930000,39.730000,40.259998,40.259998,33210300
